ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΕΝΝΙΑ ΓΕΩΡΓΙΑ του Σωκράτη,ΔΟΥΖΙΝΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,ΔΡΙΤΣΑΣ ΘΕΟΔΩΡΟΣ του Παναγιώτη,ΜΑΛΤΕΖΟΣ ΓΡΗΓΟΡΙΟΣ του Θεμιστοκλή,ΜΠΑΪΡΑΜΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΠΕΝΕΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΡΕΠΟΥΣΗ ΜΑΡΙΑ του Βασιλείου,ΣΤΑΜΑΤΑΚΗ ΕΛΕΝΗ του Παναγιώτη,Νέα Δημοκρατία,ΑΒΡΑΝΤΙΝΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Ιωάννη,ΔΟΥΝΙΑ ΠΑΝΑΓΙΩΤΑ (ΝΟΝΗ) του Δημητρίου ,ΚΑΛΑΓΙΑ ΜΑΡΙΑ του Ηλία,ΚΑΤΣΑΦΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΩΛΑΚΟΣ ΝΙΚΟΛΑΟΣ  του Πέτρου ,ΜΕΛΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΠΟΥΤΣΙΚΑΚΗΣ ΧΡΙΣΤΟΦΟΡΟΣ-ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΡΟΥΣΣΟΥ ΖΩΗ του Ευαγγέλου-Αντωνίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΤΖΟΓΛΟΥ ΣΤΥΛΙΑΝΟΣ του Μιχαήλ,ΚΑΤΣΟΥΛΗ ΠΑΓΩΝΑ του Γεωργίου,ΚΟΥΖΗΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΜΑΥΡΟΜΜΑΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΝΙΑΟΥΡΗ ΜΑΡΙΑ του Χρήστου,ΞΗΡΑΚΙΑ ΑΝΔΡΙΑΝΗ του Λάμπρου,ΠΟΤΟΥΡΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ανδρέα,Κίνημα Αλλαγής,ΑΘΑΝΑΣΙΑΔΗΣ ΛΑΖΑΡΟΣ (ΤΑΚΗΣ) του Θεοδώρου,ΑΝΑΓΝΩΣΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Σταματίου,ΑΡΚΑΛΑΚΗ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ευτυχίου ,ΒΟΥΡΕΞΑΚΗ - ΤΑΜΠΟΥΡΑΤΖΗ ΚΑΤΕΡΙΝΑ (ΚΑΤΙΝΑ) του Αναστασίου,ΚΑΤΣΑΦΑΔΟΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΜΑΝΟΥΣΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωάννη,ΠΟΝΤΑΣ ΑΠΟΣΤΟΛΟΣ του Ηλία,ΧΡΥΣΟΦΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Ιακώβου,Κ.Κ.Ε.,ΔΙΓΕΝΗ ΑΣΗΜΙΝΑ (ΣΕΜΙΝΑ) του Αναστασίου ,ΚΑΡΠΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΜΑΝΟΥΣΟΓΙΑΝΝΑΚΗΣ ΙΩΑΝΝΗΣ του Ιωσήφ,ΜΑΡΟΥΠΑΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου ,ΜΟΦΟΡΗΣ ΓΡΗΓΟΡΙΟΣ του Σταύρου,ΞΕΚΑΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου ,ΠΑΝΤΕΛΑΚΗ ΕΛΠΙΔΑ του Αντωνίου,ΧΑΤΖΗΔΑΚΗ ΕΥΤΥΧΙΑ του Γεωργίου ,Ένωση Κεντρώων,ΒΕΡΥΚΑΚΗ ΕΛΛΑΣ (ΕΛΙΝΑ) του Γεωργίου ,ΚΑΡΑΚΑΤΣΑΝΗΣ ΑΠΟΣΤΟΛΟΣ του Μιχαήλ,ΜΠΑΛΑΣΚΑΣ ΑΡΙΣΤΟΜΕΝΗΣ του Παναγιώτη ,ΠΑΝΑΓΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΣΙΜΟΣ ΙΩΑΝΝΗΣ του Ευγενίου ,ΤΡΑΚΑΚΗ ΑΓΓΕΛΙΚΗ του Δημητρίου ,ΨΩΜΑ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Φωτίου ,Ο.Κ.Δ.Ε.,ΤΣΟΛΑΚΑΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΦΙΕΡΗΣ ΑΝΤΩΝΙΟΣ του Ευτυχίου,ΑΝΑΣΤΑΣΙΑΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου ,ΔΕΛΑΓΡΑΜΜΑΤΙΚΑ ΓΑΡΥΦΑΛΛΙΑ (ΦΥΛΛΙΑ) του Γεωργίου ,ΔΙΑΒΟΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Στυλιανού ,ΜΑΚΡΗΣ ΓΕΡΑΣΙΜΟΣ του Κωνσταντίνου ,ΜΠΕΣΗΣ ΠΑΥΛΟΣ ΑΝΔΡΕΑΣ του Σπύρου Νεκταρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΓΑ του Γεωργίου,ΠΥΛΑΡΙΝΟΥ ΔΙΟΝΥΣΙΑ του Γεωργίου ,Ελλήνων Συνέλευσις,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Θεοδώρου,ΚΟΥΡΤΕΣΗΣ ΑΛΕΞΑΝΔΡΟΣ του Δημοσθένη ,ΜΕΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου ,ΜΠΟΥΜΠΟΥΛΗ ΜΑΡΙΑ του Χρύσανθου,ΤΣΙΑΜΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου ,ΤΣΟΡΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου ,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΕΥΣΤΑΘΙΟΥ - ΓΕΩΡΓΙΟΥ ΜΑΡΙΑ του Χρήστου ,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΜΟΛΕΓΚΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου ,ΚΙΣΑΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου ,ΜΟΣΧΟΥ ΒΑΣΙΛΕΙΟΣ του Παράσχου ,ΠΑΝΤΕΛΑΡΟΣ ΘΕΟΔΟΣΙΟΣ του Ισιδώρου,ΣΚΥΛΙΤΣΗ ΑΝΝΑ του Γεωργίου ,ΦΡΑΓΚΙΑΔΑΚΗΣ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΨΩΜΑΤΑΚΗ ΝΙΚΗ του Θεοδώρου ,ΨΩΜΙΑΔΟΥ ΧΡΥΣΟΥΛΑ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΑΝΤΩΝΙΟΥ ΒΑΣΙΛΙΚΗ του Χρήστου ,ΜΠΕΛΕΣΗ ΧΡΥΣΟΥΛΑ - ΧΡΥΣΑΦΩ του Γεωργίου ,ΤΣΟΥΓΚΡΑΝΗΣ ΓΕΩΡΓΙΟΣ του Προδρόμου,Μ-Λ Κ.Κ.Ε.,ΝΙΚΗΤΑ ΑΔΑΜΑΝΤΙΑ του Δημητρίου ,ΣΤΑΥΡΙΔΗΣ ΙΩΣΗΦ του Σταύρου ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΙΩΑΝΝΙΔΟΥ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Ιωάννου,ΚΡΕΜΑΣΤΙΩΤΟΥ ΕΛΕΝΗ του Παύλου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου ,ΣΤΕΡΓΙΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Μιχαήλ ,ΣΤΕΦΑΝΟΥ ΓΕΩΡΓΙΟΣ του Χαράλαμπου ,ΦΟΥΝΤΟΥΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου ,Λαϊκή Ενότητα,ΑΜΙΡΑΛΗΣ ΕΛΕΥΘΕΡΙΟΣ του Εμμανουήλ,ΚΑΛΛΙΜΑΓΕΙΡΟΥ ΕΛΕΥΘΕΡΙΑ του Αναστασίου ,ΚΑΝΤΑΣ ΑΡΙΣΤΟΤΕΛΗΣ του Βασιλείου ,ΜΠΑΔΟΓΙΑΝΝΗΣ ΠΡΟΚΟΠΙΟΣ (ΑΚΗΣ) του Γεωργίου ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ευστρατίου ,ΠΕΤΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου ,ΜέΡΑ25,ΖΟΥΓΑΝΕΛΗ ΠΑΝΑΓΙΩΤΑ (ΠΟΛΑ) του Νικολάου ,ΚΑΝΑΡΕΛΗΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου ,ΚΥΡΙΑΚΙΔΗΣ ΙΩΑΝΝΗΣ  του Ευσταθίου ,ΠΑΡΤΑΚΤΖΟΓΛΟΥ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΣΤΡΑΤΟΥ ΔΑΝΑΗ του Φαίδωνα,ΧΑΡΑΛΑΜΠΑΚΗΣ ΙΩΑΝΝΗΣ του Θεοδώρου ,Δημιουργία ξανά - Θ. Τζήμερος,ΕΥΓΕΝΙΔΟΥ ΑΝΔΡΟΝΙΚΗ του Γεωργίου ,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΓΡΙΒΑ ΒΑΣΙΛΙΚΗ του Λεωνίδα,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΜΠΙΜΠΙΛΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου 
40 - Α' Πειραιώς,206 E.T. Δήμου Πειραιώς,537,212,5,0,5,207,85,14,14,27,8,3,14,26,18,72,6,14,9,28,15,14,11,7,8,3,3,3,0,1,1,1,5,1,1,0,0,3,2,1,1,9,6,0,2,3,1,0,4,0,8,2,2,2,0,0,2,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,10,5,1,0,1,4,6,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,2,1,0,0,1,1
40 - Α' Πειραιώς,207 E.T. Δήμου Πειραιώς,531,217,2,2,4,213,68,17,10,21,6,7,3,14,12,91,5,13,3,52,20,13,14,16,13,5,2,3,2,1,1,2,8,3,0,3,0,3,1,2,2,9,5,1,2,0,2,1,3,0,5,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,6,0,1,1,4,0,2,1,0,0,0,0
40 - Α' Πειραιώς,208 E.T. Δήμου Πειραιώς,546,168,1,1,2,166,65,7,14,19,5,7,9,14,15,53,4,9,4,18,13,16,6,5,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,13,5,1,1,3,0,2,4,1,4,3,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,4,1,1,1,0,0,0,0,0,0,0,3,1,1,0,1,1,2,0,0,0,0,0,0,0,7,4,0,0,2,3,1,3,2,0,0,5,3
40 - Α' Πειραιώς,209 E.T. Δήμου Πειραιώς,536,284,5,2,7,277,92,13,19,24,4,6,11,11,16,105,7,9,16,47,32,22,13,6,9,4,1,3,1,1,1,1,16,1,2,1,0,3,2,1,5,19,5,1,4,2,2,5,5,3,6,1,1,1,1,0,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2,1,1,0,0,0,1,1,0,0,0,1,0,7,2,1,0,1,1,0,3,2,0,0,2,0
40 - Α' Πειραιώς,210 E.T. Δήμου Πειραιώς,553,327,6,0,6,321,94,12,18,29,5,9,12,15,19,124,10,21,14,63,25,35,14,8,15,5,1,6,2,3,1,2,15,1,3,4,1,2,5,5,1,23,16,2,1,2,3,0,8,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,2,0,9,6,2,4,0,0,0,0,0,0,0,3,1,0,1,0,0,2,4,2,2,0,0,2,0,10,3,2,1,0,1,1,2,1,0,0,4,2
40 - Α' Πειραιώς,211 E.T. Δήμου Πειραιώς,531,257,3,2,5,252,88,10,17,32,12,9,12,15,23,83,4,12,10,46,22,23,12,6,10,4,2,3,2,2,1,1,8,2,0,0,0,3,3,1,1,13,7,0,0,0,4,2,6,2,7,2,4,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,2,0,1,0,0,2,0,21,6,4,2,2,8,5,3,3,0,0,6,0
40 - Α' Πειραιώς,212 E.T. Δήμου Πειραιώς,549,294,6,2,8,286,89,11,18,28,9,5,16,23,17,115,8,22,17,59,25,27,12,14,19,5,5,9,0,0,1,0,3,0,0,0,0,2,0,0,0,24,12,0,1,4,5,9,5,1,8,3,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,1,3,1,4,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,5,4,0,0,1,1,2,2,2,0,0,5,2
40 - Α' Πειραιώς,213 E.T. Δήμου Πειραιώς,547,309,9,3,12,297,84,11,9,25,7,8,5,22,21,137,7,14,14,76,33,11,12,12,9,1,1,2,2,0,0,0,10,0,4,1,1,1,1,0,1,24,10,1,1,0,3,5,11,2,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,2,0,4,0,0,3,0,0,0,0,0,0,0,2,1,2,1,0,0,0,2,1,0,0,0,0,1,7,1,1,3,1,1,1,1,0,0,0,5,4
40 - Α' Πειραιώς,214 E.T. Δήμου Πειραιώς,564,330,12,1,13,317,87,14,12,34,5,8,11,21,27,130,4,18,13,74,30,26,16,20,16,9,4,10,1,1,1,1,17,2,3,1,3,2,5,2,1,22,12,1,2,2,3,6,5,2,5,2,0,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,2,0,1,7,5,0,6,0,0,0,0,0,0,0,6,3,1,2,1,0,1,1,0,1,0,0,1,0,7,0,0,1,0,3,3,1,1,0,0,6,4
40 - Α' Πειραιώς,215 E.T. Δήμου Πειραιώς,543,291,5,3,8,283,104,20,21,27,8,3,10,26,22,98,8,11,17,53,38,20,2,10,6,3,1,3,0,0,1,0,11,1,1,1,2,2,3,2,1,22,8,0,1,0,4,5,4,7,5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,13,6,0,1,1,3,2,1,3,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3,1,2,0,0,2,1,12,4,2,1,1,3,1,2,1,0,0,2,0
40 - Α' Πειραιώς,216 E.T. Δήμου Πειραιώς,544,302,6,3,9,293,102,14,13,37,8,4,14,20,16,106,11,10,14,40,30,19,14,11,15,3,2,7,0,1,0,3,11,2,1,2,2,5,1,1,1,27,7,1,2,4,3,1,6,4,7,1,2,0,0,3,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,4,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,3,1,1,1,3,0,2,0,0,0,5,3
40 - Α' Πειραιώς,217 E.T. Δήμου Πειραιώς,560,286,3,2,5,281,69,11,12,23,1,5,6,15,14,116,16,13,8,63,28,15,9,8,11,4,2,4,0,1,0,0,24,4,1,1,3,7,8,2,1,25,11,0,2,1,5,2,8,1,3,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,12,2,0,3,1,6,1,0,0,0,0,8,4
40 - Α' Πειραιώς,218 E.T. Δήμου Πειραιώς,535,298,5,2,7,291,103,14,13,39,9,13,9,22,20,97,2,8,13,56,19,21,8,12,19,10,1,9,2,1,1,1,10,1,0,1,1,5,2,1,1,33,17,1,2,6,3,9,7,3,4,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,12,5,1,1,2,5,1,0,0,0,0,5,4
40 - Α' Πειραιώς,219 E.T. Δήμου Πειραιώς,536,290,4,1,5,285,90,11,17,28,3,7,7,22,20,104,6,13,9,60,26,20,4,18,3,1,1,2,0,0,0,0,16,0,4,0,3,3,5,2,1,20,11,2,1,2,1,2,6,4,4,1,2,1,0,0,1,1,0,0,6,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,18,7,2,2,1,6,1,1,5,1,0,0,0,0,0,0,6,1,1,0,0,0,0,1,0,0,0,0,0,0,10,1,1,0,0,2,1,3,0,0,0,3,2
40 - Α' Πειραιώς,220 E.T. Δήμου Πειραιώς,531,303,2,2,4,299,91,18,16,31,5,7,6,18,20,120,9,20,14,64,39,20,10,9,9,2,1,4,0,1,1,0,8,1,1,1,2,1,2,1,0,30,15,1,1,6,2,11,5,3,4,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,1,0,0,0,3,0,2,0,0,0,0,0,0,0,3,1,0,0,0,1,2,1,0,0,0,0,0,0,15,3,1,1,0,6,3,1,0,0,0,6,2
40 - Α' Πειραιώς,221 E.T. Δήμου Πειραιώς,536,294,6,0,6,288,97,10,13,36,9,7,6,22,23,101,3,9,6,59,27,22,5,13,13,5,0,8,1,0,1,1,11,0,1,3,2,1,3,1,2,32,19,1,1,3,8,8,6,1,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,14,5,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,9,0,1,0,0,2
40 - Α' Πειραιώς,222 E.T. Δήμου Πειραιώς,541,304,6,1,7,297,81,19,16,26,4,9,10,8,15,125,6,12,5,75,24,22,15,14,7,4,1,2,1,1,0,0,17,0,6,3,3,4,7,1,1,26,14,2,1,3,1,6,6,1,3,0,1,0,0,0,0,1,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,1,2,2,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,10,2,1,0,0,4,1,3,1,0,0,8,6
40 - Α' Πειραιώς,223 E.T. Δήμου Πειραιώς,530,298,9,3,12,286,97,20,13,35,6,11,12,18,26,110,5,15,16,49,28,25,14,13,8,4,2,5,1,0,1,0,19,2,5,2,3,10,1,5,3,19,10,0,3,1,2,5,5,2,4,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,3,1,0,1,2,2,0,3,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,9,2,0,2,1,6,0,3,2,0,0,5,3
40 - Α' Πειραιώς,224 E.T. Δήμου Πειραιώς,532,295,7,3,10,285,97,11,16,34,9,4,18,17,22,115,6,24,16,57,31,16,10,18,10,5,2,3,0,0,1,0,10,0,2,2,1,2,5,2,1,18,8,1,3,3,0,4,4,1,8,1,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,9,2,1,3,0,2,3,2,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,4,0,1,1,1,1,0,2,2,0,0,8,7
40 - Α' Πειραιώς,225 E.T. Δήμου Πειραιώς,536,279,6,3,9,270,87,8,13,35,3,4,7,22,19,110,2,13,15,64,22,29,13,14,10,1,3,7,1,0,0,1,7,0,1,0,0,2,3,0,1,19,8,1,3,1,2,4,4,2,4,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,11,1,2,0,1,7,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,12,4,1,1,2,2,2,1,1,0,0,4,2
40 - Α' Πειραιώς,226 E.T. Δήμου Πειραιώς,562,271,3,0,3,268,90,14,18,33,5,9,8,15,21,102,7,26,13,46,23,21,14,11,13,8,2,4,2,3,0,1,14,5,2,3,1,3,4,3,0,12,8,1,1,0,0,2,0,0,5,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,6,2,0,1,8,8,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,7,3,0,1,0,3,0,2,1,0,0,2,2
40 - Α' Πειραιώς,227 E.T. Δήμου Πειραιώς,568,273,6,0,6,267,88,20,14,27,5,7,10,26,17,100,9,16,7,49,27,15,20,3,6,1,1,4,0,1,0,0,13,2,1,1,1,3,2,2,2,21,12,1,2,1,3,2,4,5,8,2,0,1,0,0,1,1,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,3,4,1,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,10,3,1,0,1,3,2,0,0,0,0,4,1
40 - Α' Πειραιώς,228 E.T. Δήμου Πειραιώς,570,208,5,2,7,201,71,15,10,25,2,4,6,18,9,66,7,11,7,37,14,10,15,6,10,5,2,0,2,3,3,2,10,2,3,0,1,3,5,1,0,17,9,0,2,2,2,1,2,3,5,2,0,1,3,2,1,1,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,1,3,2,0,0,0,0,0,6,2
40 - Α' Πειραιώς,229 E.T. Δήμου Πειραιώς,559,165,1,3,4,161,45,9,8,8,2,3,4,11,11,59,3,7,8,26,10,6,7,6,8,3,3,2,0,1,0,1,13,3,1,2,1,4,3,1,1,13,6,0,3,2,2,3,2,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,4,1,1,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,1,2,2,0,0,0,0,4,3
40 - Α' Πειραιώς,230 E.T. Δήμου Πειραιώς,568,169,4,4,8,161,61,11,9,18,3,4,3,15,8,50,5,9,8,19,8,11,6,8,6,2,1,2,0,0,0,0,8,0,1,1,0,2,1,1,0,15,7,0,0,1,0,1,1,3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,1,2,0,0,0,0,4,2
40 - Α' Πειραιώς,231 E.T. Δήμου Πειραιώς,568,178,1,1,2,176,62,16,14,24,2,6,9,16,12,76,10,15,5,39,15,17,13,2,6,0,2,1,1,0,0,0,2,0,0,1,1,0,1,0,0,18,15,0,1,3,2,4,6,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0
40 - Α' Πειραιώς,232 E.T. Δήμου Πειραιώς,570,290,5,1,6,284,79,7,11,24,1,6,7,11,8,103,9,19,7,38,16,19,11,15,16,7,1,3,2,1,2,2,15,2,3,1,1,1,2,4,1,31,15,1,3,7,3,2,11,4,6,3,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,4,1,0,0,2,3,0,2,2,1,1,0,1,0,0,4,2,2,0,0,1,0,1,0,0,0,0,0,0,11,3,2,1,1,2,1,1,1,0,0,2,2
40 - Α' Πειραιώς,233 E.T. Δήμου Πειραιώς,550,331,8,1,9,322,130,20,20,44,6,5,12,26,25,93,7,17,9,49,14,9,10,11,18,7,2,5,2,2,2,5,19,1,4,7,3,5,3,6,1,24,10,0,2,3,1,4,6,2,4,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,14,5,1,3,1,4,3,1,1,1,0,0,0,0,0,0,3,2,1,0,0,1,0,1,1,0,0,0,0,0,9,2,0,1,1,1,2,1,1,0,0,3,2
40 - Α' Πειραιώς,234 E.T. Δήμου Πειραιώς,567,275,7,0,7,268,89,13,13,40,1,11,8,17,14,100,7,22,8,42,21,18,29,21,10,3,1,3,1,1,2,1,15,5,4,4,2,1,3,4,2,13,6,1,4,1,1,2,2,1,8,5,3,0,3,0,0,3,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,1,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,9,4,1,1,2,4,0,2,2,0,0,6,3
40 - Α' Πειραιώς,235 E.T. Δήμου Πειραιώς,570,295,3,0,3,292,112,22,17,46,6,7,10,23,17,83,1,16,12,39,15,21,7,15,10,2,2,2,1,0,1,0,15,1,3,2,2,2,5,6,4,23,9,0,5,4,3,3,7,2,5,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,6,1,2,2,3,2,1,1,2,0,1,1,0,0,0,2,0,0,1,0,2,1,1,0,0,0,0,0,0,15,5,2,1,1,4,2,3,1,0,0,6,5
40 - Α' Πειραιώς,236 E.T. Δήμου Πειραιώς,500,227,6,1,7,220,59,12,9,21,4,9,11,11,10,98,8,11,9,54,34,22,7,18,8,4,1,3,1,1,0,0,17,1,1,5,2,4,8,2,1,8,5,1,1,3,0,1,3,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,9,5,2,0,0,1,3,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,11,3,1,3,3,5,2,0,0,0,0,3,2
