ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΑΓΝΩΣΤΟΥ ΘΕΟΦΑΝΩ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΑΝΤΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΝΑΣΣΗ ΟΛΓΑ του Ελευθερίου,ΣΠΕΓΓΟΣ ΑΡΙΣΤΕΙΔΗΣ-ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΣΤΕΦΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΤΖΟΥΦΗ ΜΕΡΟΠΗ του Στέφανου,Νέα Δημοκρατία,ΑΜΥΡΑΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΑΡΔΑΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ματθαίου,ΚΑΛΟΓΙΑΝΝΗΣ ΣΤΑΥΡΟΣ του Ελευθερίου,ΚΕΦΑΛΑ ΜΑΡΙΑ-ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΤΑΣΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΤΖΑΡΟΥΧΗ ΣΟΦΙΑ του Αποστόλου,ΤΣΟΥΛΑΚΗ ΜΑΡΙΑ του Θεμιστοκλή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΟΥΚΑ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Γεωργίου,ΛΙΛΛΗΣ ΝΙΚΟΛΑΟΣ του Μιχαήλ,ΠΑΠΑΣΤΑΘΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΤΣΑΓΚΑΣ ΧΡΙΣΤΟΦΟΡΟΣ του Γεωργίου,ΤΣΙΑΓΚΑΒΕΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Αχιλλέα,Κίνημα Αλλαγής,ΓΑΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΖΑΡΠΑΛΑΣ ΣΩΤΗΡΗΣ του Κωνσταντίνου,ΖΗΚΟΥ ΜΑΡΓΑΡΙΤΑ του Γεωργίου,ΚΑΣΣΗΣ ΜΙΧΑΗΛ του Αριστείδη,ΜΑΝΤΑΛΟΒΑΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΜΠΑΡΜΠΑ ΒΑΣΙΛΙΚΗ (ΒΑΝΑ) του Χαραλάμπους,ΣΑΡΑΝΤΟΠΟΥΛΟΥ-ΠΡΕΝΤΖΑ ΑΙΚΑΤΕΡΙΝΗ του Λεωνίδα,Κ.Κ.Ε.,ΕΞΑΡΧΟΣ ΝΙΚΟΛΑΟΣ του Θεοφάνη,ΜΠΟΜΠΟΛΗ ΑΦΡΟΔΙΤΗ του Δημητρίου,ΝΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΠΑΣ ΧΑΡΑΛΑΜΠΟΣ του Αλεξάνδρου,ΤΑΣΙΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΤΟΥΛΚΙΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σάββα,ΤΣΟΥΜΑΝΗ ΟΛΓΑ (ΟΛΥ) του Γεωργίου,Ένωση Κεντρώων,ΑΡΓΥΡΗΣ ΣΤΑΥΡΟΣ του Χρήστου,ΔΑΝΕΛΛΑΣ ΔΗΜΟΣΘΕΝΗΣ του Αδαμαντίου,ΔΗΜΟΣ ΟΔΥΣΣΕΑΣ του Αντώνη,ΔΟΣΗ ΒΑΣΙΛΙΚΗ του Μενελάου,ΕΠΙΤΡΟΠΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΛΕΒΕΝΤΗ - ΜΠΑΚΑΛΟΥ ΔΙΑΛΕΚΤΗ του Παντελή,ΣΠΥΡΟΝΙΚΟΥ ΧΡΙΣΤΙΝΑ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΓΕΩΡΓΙΑΔΗΣ ΣΤΕΦΑΝΟΣ του Ευάγγελου,ΜΠΑΛΤΖΩΗ ΦΩΤΕΙΝΗ του Λάμπρου,ΠΛΑΣΤΗΡΑ ΕΛΠΙΝΙΚΗ του Δημητρίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΓΚΙΚΑ ΛΟΥΪΖΑ του Δημητρίου,ΜΠΑΚΟΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΠΑΣΣΙΑΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΤΟΛΗ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΡΑΜΜΟΖΗ ΑΓΓΕΛΙΚΗ (ΑΝΤΖΥ) του Ζήση,ΔΕΡΕΚΑΣ ΑΓΓΕΛΟΣ του Αναστασίου,ΚΩΤΣΟΡΙΔΗΣ ΣΤΕΡΓΙΟΣ του Χαραλάμπους,ΝΤΑΣΙΟΥ ΜΑΡΙΑ του Σωτηρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΪΑ (ΒΑΝΕΣΣΑ) του Αθανασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΠΑΠΑΤΟΛΗΣ ΠΑΝΤΕΛΗΣ του Ναπολέωντα,ΣΤΑΜΙΔΗ ΒΑΣΙΛΙΚΗ του Χρήστου,ΤΖΑΛΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΟΥΡΗΣ ΧΑΡΑΛΑΜΠΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΚΑΝΔΡΕΛΗ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΜΙΧΟΥ ΦΩΤΕΙΝΗ του Δημητρίου,ΠΑΚΟΣ ΑΛΕΞΑΝΔΡΟΣ του Ευθυμίου,ΠΑΠΑΝΔΡΕΟΥ ΠΕΤΡΟΣ του Κωνσταντίνου,ΣΤΡΑΤΟΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΣΙΛΙΚΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΑΘΑΝΑΣΙΟΥ ΧΡΥΣΑΝΘΗ του Παντελή,ΓΡΑΒΟΣ ΕΥΑΓΓΕΛΟΣ του Δημοσθένους,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΚΟΓΚΟΥ ΙΟΥΛΙΑ του Φιλίππου,ΖΑΦΕΙΡΗ ΓΙΟΛΑΝΤΑ του Χρήστου,ΚΟΥΜΕΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΜΙΧΑΗΛ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΤΣΙΩΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΓΟΔΕΒΕΝΟΣ ΠΕΤΡΟΣ του Γεωργίου,ΓΟΥΡΖΗ ΕΥΤΥΧΙΑ του Εμμανουήλ,ΜΠΟΥΚΗ ΕΛΕΝΗ του Φωτίου,ΤΣΑΚΑΝΙΚΑΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΜέΡΑ25,ΒΑΚΟΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Θεοχάρη,ΛΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΛΙΟΥΤΑ ΛΑΜΠΡΙΝΗ (ΠΑΣΧΑΛΙΝΑ) του Κωνσταντίνου,ΜΠΑΪΡΑΚΤΑΡΗ ΡΟΔΑΝΘΗ-ΑΡΙΣΤΕΑ του Ιωάννη,ΤΣΟΥΝΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΒΟΣΤΙΝΙΩΤΗΣ) του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΡΑΒΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Καίσαρος  Χοϊδά,ΖΟΥΚΗ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,ΜΠΙΚΑ ΕΛΛΗ του Ιωάννη,ΜΠΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΠΑΠΠΑΣ ΦΙΛΙΠΠΟΣ του Χριστόδουλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΜΠΡΟΣ ΧΡΗΣΤΟΣ του Νικολάου,ΛΙΤΣΙΟΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΤΖΑΛΑΛΗ ΧΡΙΣΤΙΝΑ του Στέργιου
18 - Ιωαννίνων,234 E.T. Δήμου Ιωαννιτών,561,380,3,3,6,374,130,5,16,29,15,5,32,43,147,46,35,45,35,26,5,28,10,2,1,1,5,3,32,14,5,4,2,12,5,3,10,1,0,1,3,1,1,6,6,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,10,0,2,0,3,4,2,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,15,2,0,2,2,1,4,1,0,0,1,0,5,3,1,0
18 - Ιωαννίνων,235 E.T. Δήμου Ιωαννιτών,569,370,1,1,2,368,142,9,21,18,17,12,48,51,142,33,35,45,23,41,9,20,6,2,1,0,3,0,30,7,10,5,0,14,5,1,9,3,1,0,0,2,0,2,4,2,0,2,0,0,0,0,0,0,0,0,4,1,2,0,0,0,3,2,3,0,0,1,10,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,8,0,0,1,0,0,2,1,2,0,0,0,5,2,0,0
18 - Ιωαννίνων,236 E.T. Δήμου Ιωαννιτών,568,376,8,1,9,367,161,9,20,31,19,13,51,67,133,27,46,42,27,40,3,21,9,1,1,0,6,0,28,8,8,3,2,8,2,2,9,0,1,0,2,5,2,6,4,1,1,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,4,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,8,2,0,2,1,0,2,0,0,0,1,0,3,0,0,1
18 - Ιωαννίνων,237 E.T. Δήμου Ιωαννιτών,570,366,5,2,7,359,145,12,32,35,20,11,46,48,133,27,33,44,25,36,4,26,8,3,2,0,1,2,21,9,6,3,4,6,1,4,7,0,1,1,0,2,0,1,10,1,0,1,0,0,1,2,0,0,0,0,4,3,0,0,2,0,3,0,2,1,3,0,6,2,3,0,0,3,1,0,0,0,0,0,0,0,0,0,5,2,3,2,1,0,0,0,0,0,0,10,3,5,2,1,3,1,0,0,1,0,0,5,3,2,2
18 - Ιωαννίνων,238 E.T. Δήμου Ιωαννιτών,568,373,8,2,10,363,116,11,18,15,12,12,24,40,152,33,29,41,21,44,5,30,2,0,0,0,0,0,34,10,4,4,5,11,4,1,15,6,0,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,0,1,1,1,0,0,0,8,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,2,1,0,3,1,2,0,0,0,12,3,4,0
18 - Ιωαννίνων,239 E.T. Δήμου Ιωαννιτών,568,362,11,1,12,350,149,8,22,28,16,13,44,54,114,27,21,35,24,43,5,15,3,0,0,0,3,1,27,9,4,4,3,9,8,4,10,5,1,1,1,2,0,4,6,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,9,3,5,2,2,3,1,0,0,0,0,0,1,0,0,0,4,1,0,0,4,0,3,2,0,0,0,15,6,4,3,2,1,4,0,1,2,0,0,4,1,3,1
18 - Ιωαννίνων,240 E.T. Δήμου Ιωαννιτών,551,403,6,6,12,391,121,5,23,29,18,6,39,37,173,50,31,42,36,65,10,25,4,1,0,2,0,1,31,6,20,4,3,7,7,3,11,4,1,1,0,1,1,2,7,0,0,2,0,0,1,1,0,0,0,0,2,0,1,0,0,1,1,0,0,1,0,0,6,2,2,0,4,2,3,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20,9,0,3,5,0,7,2,1,1,0,0,3,0,1,0
18 - Ιωαννίνων,241 E.T. Δήμου Ιωαννιτών,530,466,6,5,11,455,115,5,14,24,21,12,28,18,205,54,66,41,39,64,17,35,13,7,1,1,7,1,51,16,11,4,4,13,9,14,16,5,0,0,3,2,0,2,3,0,0,1,0,0,0,0,1,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,12,2,3,0,4,5,4,0,1,0,0,0,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,22,5,2,2,2,0,5,0,2,0,0,2,3,1,1,0
18 - Ιωαννίνων,242 E.T. Δήμου Ιωαννιτών,533,341,3,1,4,337,117,11,29,27,15,13,25,42,145,37,21,37,36,62,5,25,9,3,1,1,3,1,19,11,4,1,4,5,4,2,11,3,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,1,2,0,0,1,1,0,1,0,0,0,0,0,0,3,2,0,0,1,0,1,0,0,0,0,11,3,2,3,2,1,8,1,4,1,1,2,4,1,4,1
18 - Ιωαννίνων,243 E.T. Δήμου Ιωαννιτών,557,368,4,2,6,362,120,19,15,31,17,21,24,34,171,47,48,52,39,65,7,20,4,0,1,1,1,0,15,2,5,3,2,4,4,1,18,9,0,2,3,6,5,7,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,6,3,0,2,1,2,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,12,4,0,5,1,0,2,0,0,0,0,0,6,2,3,1
18 - Ιωαννίνων,244 E.T. Δήμου Ιωαννιτών,539,307,4,2,6,301,115,5,13,40,19,13,25,48,129,32,32,34,28,50,10,21,7,3,2,3,2,2,14,1,7,1,3,3,3,0,13,8,0,0,1,2,3,5,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,13,4,3,1,2,0,1,0,0,0,0,0,1,0,1,1
18 - Ιωαννίνων,245 E.T. Δήμου Ιωαννιτών,531,308,5,2,7,301,119,8,35,22,19,18,39,29,124,38,36,25,31,31,4,25,3,1,0,1,1,0,14,7,5,1,1,5,5,0,8,1,1,1,2,2,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,1,2,1,0,0,1,0,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,11,3,3,1,1,1,2,0,0,0,0,0,5,1,0,0
18 - Ιωαννίνων,246 E.T. Δήμου Ιωαννιτών,533,272,3,1,4,268,85,11,13,17,15,8,21,25,121,41,24,35,19,33,4,23,4,0,0,0,1,0,17,4,2,1,2,6,4,0,11,2,1,0,4,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,6,0,2,1,1,0,8,3,1,2
18 - Ιωαννίνων,247 E.T. Δήμου Ιωαννιτών,530,309,8,6,14,295,106,10,18,26,12,15,25,47,120,28,19,36,25,50,6,14,3,0,0,0,2,0,14,2,4,4,0,3,1,1,18,5,4,0,3,0,3,7,3,2,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,3,2,1,0,0,2,1,0,0,0,0,0,1,3,0,1,2,0,0,0,1,0,1,0,0,0,0,12,7,0,1,4,0,3,0,2,0,1,0,4,2,0,2
18 - Ιωαννίνων,248 E.T. Δήμου Ιωαννιτών,537,296,3,5,8,288,95,5,12,24,11,3,25,38,120,25,21,33,24,41,9,30,3,0,0,0,2,1,19,6,4,4,0,5,4,1,14,2,1,0,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,16,1,1,2,3,2,3,1,2,1,0,0,9,4,2,2
18 - Ιωαννίνων,249 E.T. Δήμου Ιωαννιτών,537,287,3,2,5,282,104,9,13,18,24,5,32,37,113,35,36,37,22,21,5,15,7,4,2,2,1,0,20,9,7,0,3,8,3,0,10,7,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,1,0,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,7,0,2,2,0,0,0,0,0,0,0,0,3,1,1,1
18 - Ιωαννίνων,250 E.T. Δήμου Ιωαννιτών,566,360,2,7,9,351,102,6,21,23,10,7,20,32,157,48,45,39,31,66,9,22,7,2,1,0,0,1,24,18,5,1,0,10,1,1,18,3,0,0,1,1,1,7,3,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,6,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,20,5,2,1,5,2,4,1,1,1,0,1,6,2,1,2
18 - Ιωαννίνων,251 E.T. Δήμου Ιωαννιτών,539,357,2,0,2,355,104,4,17,14,18,4,21,29,166,40,26,38,38,46,18,30,4,0,0,0,4,3,28,14,8,6,0,7,3,3,17,1,1,0,3,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,5,1,0,0,0,0,0,1,0,0,0,2,0,1,1,2,0,0,0,0,0,0,16,4,0,2,3,3,3,1,1,0,0,0,2,1,0,0
18 - Ιωαννίνων,252 E.T. Δήμου Ιωαννιτών,534,312,4,1,5,307,124,8,21,31,20,13,28,41,124,38,25,27,40,45,12,21,5,1,0,0,0,1,19,8,4,1,1,5,5,1,11,3,1,0,2,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,3,2,0,0,2,0,0,0,0,0,0,0,1,0,1,4,0,1,1,0,0,0,0,0,0,0,10,6,0,1,0,2,0,0,0,0,0,0,2,0,0,1
18 - Ιωαννίνων,253 E.T. Δήμου Ιωαννιτών,535,344,3,1,4,340,114,7,15,22,5,7,36,41,134,36,17,47,23,43,12,26,11,0,0,1,4,3,24,10,5,7,2,6,0,3,12,3,1,1,1,1,0,1,4,0,1,1,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,9,3,2,1,2,1,3,1,1,1,2,0,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,12,4,3,1,2,0,3,0,2,0,0,1,7,1,0,2
18 - Ιωαννίνων,254 E.T. Δήμου Ιωαννιτών,530,324,5,4,9,315,102,9,11,31,14,12,34,38,145,39,27,42,30,45,11,30,8,2,1,1,4,1,18,2,3,0,2,5,5,3,11,1,2,0,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,4,2,0,1,1,1,2,0,1,1,2,0,0,3,2,0,4,0,0,0,3,0,1,0,0,1,0,9,4,2,2,3,1,1,0,0,0,0,1,4,0,2,3
18 - Ιωαννίνων,255 E.T. Δήμου Ιωαννιτών,541,317,3,3,6,311,105,7,21,21,24,10,24,32,127,42,28,31,17,43,6,14,7,1,0,1,3,0,24,11,6,2,0,7,2,2,12,2,3,0,4,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,19,8,0,2,0,1,6,1,3,0,0,2,1,0,0,0
18 - Ιωαννίνων,256 E.T. Δήμου Ιωαννιτών,539,365,1,1,2,363,143,18,17,35,15,8,41,44,121,37,20,36,33,37,6,24,5,2,1,0,1,1,30,14,4,4,0,10,3,1,12,5,0,0,3,0,1,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,2,1,0,11,3,0,0,2,4,2,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,0,0,0,0,16,5,1,3,3,0,7,0,1,0,0,1,1,0,0,0
18 - Ιωαννίνων,257 E.T. Δήμου Ιωαννιτών,539,341,4,2,6,335,125,13,18,26,14,9,31,52,122,38,29,41,19,29,3,18,4,1,1,0,3,0,20,7,4,1,5,4,6,3,14,2,0,3,2,1,1,3,4,0,0,0,1,0,0,1,0,0,0,0,5,0,0,1,0,1,4,1,1,3,2,0,8,3,2,1,2,7,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,14,5,0,1,3,0,3,0,0,0,0,0,4,0,1,2
18 - Ιωαννίνων,258 E.T. Δήμου Ιωαννιτών,533,312,4,3,7,305,109,17,16,27,22,7,31,32,107,35,19,32,32,26,3,23,6,3,1,1,2,1,24,10,6,6,2,2,6,3,16,6,2,0,5,1,0,6,4,2,0,1,2,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,9,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,13,4,3,4,3,0,8,1,2,1,2,1,2,0,0,1
18 - Ιωαννίνων,259 E.T. Δήμου Ιωαννιτών,540,337,5,2,7,330,123,10,23,31,17,6,30,47,131,44,34,34,26,41,7,27,2,1,0,1,1,0,15,3,5,1,1,4,3,3,19,10,2,1,4,0,0,5,5,1,0,4,1,0,0,1,0,0,0,0,4,2,1,3,0,1,1,1,1,0,0,0,5,2,0,1,1,0,8,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,2,1,0,1,1,5,0,0,0,0,1,3,0,0,1
18 - Ιωαννίνων,260 E.T. Δήμου Ιωαννιτών,533,327,3,5,8,319,116,9,16,20,16,5,30,37,131,38,31,29,26,30,6,32,6,6,0,2,2,0,24,10,6,1,3,4,3,0,9,1,0,1,4,4,0,4,6,2,2,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,2,1,0,2,1,0,4,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,12,3,0,3,2,3,3,0,1,2,1,0,1,0,0,0
18 - Ιωαννίνων,261 E.T. Δήμου Ιωαννιτών,570,334,5,4,9,325,125,16,25,22,22,12,40,33,122,25,31,26,28,44,3,22,3,1,0,0,2,0,20,5,4,2,2,8,6,0,10,1,3,0,1,1,1,4,3,0,0,2,1,0,1,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,10,3,1,2,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,13,4,1,2,2,0,9,1,7,0,1,0,3,1,1,0
18 - Ιωαννίνων,262 E.T. Δήμου Ιωαννιτών,545,345,4,0,4,341,113,10,20,18,18,6,44,46,142,40,30,35,29,47,2,34,12,4,1,2,3,2,15,9,2,2,0,5,3,1,10,3,0,2,1,2,1,1,5,2,0,3,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,12,3,2,1,2,4,4,0,0,0,1,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,13,4,2,3,2,0,4,1,0,0,0,0,5,3,0,2
18 - Ιωαννίνων,263 E.T. Δήμου Ιωαννιτών,563,358,7,1,8,350,146,15,14,30,22,7,37,54,125,39,22,28,25,52,8,14,8,0,1,0,3,1,23,12,6,2,1,6,2,0,15,4,0,0,2,1,2,5,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,0,1,0,0,1,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,3,1,1,3,1,2,0,1,0,0,0,4,2,1,1
18 - Ιωαννίνων,264 E.T. Δήμου Ιωαννιτών,562,297,6,1,7,290,119,17,18,19,26,15,39,48,99,39,29,21,17,32,4,10,7,4,2,3,3,1,22,9,6,0,3,3,2,2,18,7,1,2,5,5,3,3,3,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9,3,1,1,3,4,1,0,0,1,0,1,5,2,1,3
18 - Ιωαννίνων,265 E.T. Δήμου Ιωαννιτών,537,341,5,3,8,333,132,14,27,29,27,11,21,42,125,40,32,35,23,38,7,31,7,2,1,1,3,1,22,9,2,4,1,1,4,1,15,3,2,2,1,0,0,4,4,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,2,0,2,0,0,2,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,2,1,2,2,0,2,0,2,0,0,2,7,1,1,0
18 - Ιωαννίνων,266 E.T. Δήμου Ιωαννιτών,559,365,3,3,6,359,148,17,20,33,22,21,33,37,126,33,28,28,36,27,12,22,5,2,0,2,4,0,23,10,7,3,2,9,2,0,17,4,1,0,0,0,3,4,6,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,11,3,1,1,0,1,1,0,0,0,0,0,5,2,1,2
18 - Ιωαννίνων,267 E.T. Δήμου Ιωαννιτών,539,302,5,1,6,296,114,11,11,24,9,13,36,38,116,30,17,27,19,40,7,24,6,0,0,2,6,1,16,6,3,0,1,6,3,1,10,2,1,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,4,0,2,0,0,0,0,0,0,8,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,11,2,0,3,1,1,2,0,1,1,1,0,4,2,0,2
18 - Ιωαννίνων,268 E.T. Δήμου Ιωαννιτών,545,306,3,4,7,299,112,20,16,22,21,7,25,36,111,26,24,33,23,33,6,22,4,1,0,0,0,0,18,5,10,3,3,3,1,2,14,4,0,3,1,6,0,4,4,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,12,0,3,3,1,4,2,0,0,0,1,0,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,12,3,1,1,0,1,1,1,0,0,0,1,5,0,0,4
18 - Ιωαννίνων,269 E.T. Δήμου Ιωαννιτών,565,334,4,3,7,327,162,13,23,21,26,12,33,54,110,29,28,18,9,34,6,23,8,2,0,2,3,0,11,3,2,2,3,3,0,1,7,1,0,1,1,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,3,1,2,2,0,0,0,0,0,2,1,0,0
