ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΖΑΧΑΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΚΕΛΕΠΟΥΡΗ ΑΓΓΕΛΙΚΗ του Παναγιώτη,ΚΟΖΟΜΠΟΛΗ - ΑΜΑΝΑΤΙΔΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΕΑΣ ΠΕΤΡΟΣ του Νικολάου,ΠΑΤΣΑΡΙΝΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΧΑΡΙΤΣΗΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΞΗΣ) του Βύρωνα,Νέα Δημοκρατία,ΚΟΥΜΑΝΤΟΥ ΠΑΝΑΓΙΩΤΑ (ΠΙΠΙΝΑ) του Παναγή,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Κυριάκου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΑΝΤΑΣ ΠΕΡΙΚΛΗΣ του Παντελή,ΝΤΙΝΤΑ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΧΡΥΣΟΜΑΛΛΗΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Παναγιώτη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΟΙΜΟΝΟΣ ΒΑΣΙΛΗΣ του Ιωάννη,ΚΕΤΣΕΑ ΦΡΙΝΤΑ του Θρασύβουλου,ΞΕΝΟΥΛΗ ΔΕΣΠΟΙΝΑ του Σπυρίδωνος,ΠΑΝΟΥΣΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΡΟΥΣΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κίνημα Αλλαγής,ΑΛΕΥΡΑΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΑΝΤΩΝΟΠΟΥΛΟΣ ΑΓΓΕΛΟΣ του Νικολάου,ΒΑΡΕΛΑ ΒΑΣΙΛΙΚΗ του Νικήτα,ΓΕΡΟΝΙΚΟΛΟΣ ΜΕΝΕΛΑΟΣ του Κωνσταντίνου,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΝΤΟΥΡΑΤΖΗ (ΜΠΛΑΝΑ) ΑΘΗΝΑ του Αθανασίου,ΠΙΕΡΡΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,Κ.Κ.Ε.,ΚΑΝΤΖΙΛΙΕΡΗ ΧΡΙΣΤΙΝΑ - ΕΛΕΥΘΕΡΙΑ του Παναγιώτη,ΚΟΥΤΟΥΜΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σαράντου,ΚΟΥΦΑΛΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Παναγιώτη,ΛΑΜΠΡΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΜΥΡΝΗΣ ΑΡΓΥΡΙΟΣ του Αντωνίου,ΧΡΗΣΤΕΑ ΣΤΕΛΛΑ του Νικολάου,Ένωση Κεντρώων,ΑΡΓΥΡΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΑΡΥΔΗ ΕΥΔΟΚΙΑ - ΑΘΑΝΑΣΟΥΛΑ του Αντωνίου,ΜΠΑΚΑΣ ΦΩΤΙΟΣ του Αθανασίου,ΡΗΓΑ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,ΧΡΙΣΤΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ισαάκ - Ευάγγελου,Ο.Κ.Δ.Ε.,ΠΑΠΑΘΑΝΑΣΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΑΡΑΝΤΖΙΩΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ηλία,ΚΑΠΕΤΑΝΑΚΗ ΓΑΡΥΦΑΛΛΙΑ του Αποστόλου,ΚΑΤΣΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΠΕΤΡΑΚΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΗΛΙΑΣ του Σπήλιου,ΑΛΕΞΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΚΑΤΣΙΡΕΑΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΑΜΨΩΝΑ ΑΘΗΝΑ του Σπυρίδωνος,ΣΩΦΡΟΝΑ ΜΑΡΙΑ του Χρήστου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΡΑΤΑΣΗ ΘΕΟΔΩΡΑ του Αδάμ,ΚΑΝΙΩΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδωνος,ΚΑΡΑΜΠΙΝΗΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΥΣΤΑΘΙΟΣ του Βασιλείου,ΣΠΑΘΗ ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΕΥΓΕΝΙΟΣ του Ευσταθίου,Μ-Λ Κ.Κ.Ε.,ΚΑΤΣΑΦΑΔΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Παναγιώτη,Λαϊκή Ενότητα,ΔΕΤΑΣ ΠΟΥΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ - ΑΝΤΩΝΙΟΣ του Σπυρίδωνος,ΔΟΥΛΑΜΗ ΠΕΤΡΟΥΛΑ του Χαράλαμπου,ΜΗΤΣΗ ΜΑΡΙΑ του Δημητρίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Ιωάννη,ΜέΡΑ25,ΑΛΕΞΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΑΚΑΒΑΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Στυλιανού,ΚΥΒΕΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΑΝΩΛΑΚΑΚΗ ΕΛΕΝΗ του Ιωάννη,ΣΑΡΔΕΛΗ ΜΑΡΙΑ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΔΑΡΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΚΑΣΙΜΑΤΗ ΕΛΕΥΘΕΡΙΑ του Χαράλαμπου,ΛΙΒΑΣ ΠΕΡΙΚΛΗΣ του Βασιλείου,ΤΣΑΝΤΟΥΛΗ ΗΛΕΚΤΡΑ του Γεωργίου,ΧΑΡΜΠΙΛΑΣ ΒΑΣΙΛΕΙΟΣ του Περικλή,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΡΑΛΛΗΣ ΑΘΑΝΑΣΙΟΣ-ΓΕΩΡΓΙΟΣ (ΑΚΗΣ) του Νικολάου
46 - Μεσσηνίας,265 E.T. Δήμου Οιχαλίας,355,149,1,1,2,147,51,6,3,1,11,4,4,42,66,5,14,37,5,10,0,28,6,2,2,0,2,4,6,1,1,1,4,0,0,0,3,1,0,0,0,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0
46 - Μεσσηνίας,266 E.T. Δήμου Οιχαλίας,420,216,0,3,3,213,45,4,3,3,7,0,3,38,116,16,22,53,32,19,0,17,8,5,1,0,0,4,13,8,0,0,4,1,1,2,13,2,9,2,1,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,1,0,0,1,2,1,1,1,0,0,2,0
46 - Μεσσηνίας,267 E.T. Δήμου Οιχαλίας,398,200,2,2,4,196,54,1,1,3,1,4,3,48,104,12,19,51,26,12,10,27,9,1,1,0,1,5,9,7,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,0,1,0,0,0,0,0,2,1,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,2,0
46 - Μεσσηνίας,268 E.T. Δήμου Οιχαλίας,257,80,0,0,0,80,25,0,0,3,7,2,1,25,40,1,6,23,7,6,0,26,0,0,0,0,0,0,10,6,2,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,269 E.T. Δήμου Οιχαλίας,361,106,0,0,0,106,17,1,0,4,1,0,0,13,48,4,3,22,15,6,0,5,10,1,0,0,0,9,8,7,1,1,0,0,1,1,9,2,2,0,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,1,0,0,3,0,7,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
46 - Μεσσηνίας,270 E.T. Δήμου Οιχαλίας,119,39,0,1,1,38,9,0,1,1,1,2,0,5,14,2,6,9,0,2,2,4,1,0,1,0,0,1,2,1,0,0,1,1,0,0,10,0,7,0,1,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
46 - Μεσσηνίας,271 E.T. Δήμου Οιχαλίας,440,215,5,2,7,208,56,2,0,6,12,5,3,45,103,22,10,51,18,8,0,21,5,2,0,1,0,2,9,5,3,1,5,1,0,0,4,2,1,1,0,1,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,1,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,9,1,0,0,4,8,4,1,1,2,0,0,2,0
46 - Μεσσηνίας,272 E.T. Δήμου Οιχαλίας,210,80,0,0,0,80,20,1,2,2,2,0,0,0,48,5,9,25,12,5,0,11,1,1,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,2,1
46 - Μεσσηνίας,273 E.T. Δήμου Οιχαλίας,242,121,0,0,0,121,33,3,2,2,9,9,1,30,50,8,8,16,7,4,10,25,4,1,0,0,1,3,22,12,2,1,5,2,2,2,5,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46 - Μεσσηνίας,274 E.T. Δήμου Οιχαλίας,542,222,3,1,4,218,54,7,4,11,7,2,1,41,109,6,20,61,18,17,18,21,11,4,4,0,1,3,22,16,1,0,13,2,0,0,5,1,1,3,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,1,1,1,1,0,0,1,0,4,1
46 - Μεσσηνίας,275 E.T. Δήμου Οιχαλίας,164,73,3,0,3,70,16,4,1,3,5,0,0,9,38,7,5,22,3,9,0,10,1,1,0,0,0,0,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
46 - Μεσσηνίας,276 E.T. Δήμου Οιχαλίας,297,125,2,2,4,121,24,3,0,7,9,1,1,15,56,3,22,20,9,8,0,30,2,0,1,1,0,0,17,6,0,1,10,5,1,3,1,0,0,0,0,0,0,0,5,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8,2,2,3,4,2,0,0,0,0,0,0,0,3,1,0,0,0,1,2,2,0,0,1,0,1,1,0,0,0,1,1,0
46 - Μεσσηνίας,277 E.T. Δήμου Οιχαλίας,188,51,0,0,0,51,8,1,0,3,2,0,3,5,35,4,4,13,6,0,14,13,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,278 E.T. Δήμου Οιχαλίας,130,66,0,0,0,66,16,1,1,0,3,4,2,10,33,9,9,14,3,5,0,12,1,1,0,0,0,1,9,6,1,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,279 E.T. Δήμου Οιχαλίας,249,101,0,0,0,101,22,0,2,5,4,4,0,12,60,8,8,38,10,6,0,14,0,0,0,0,0,0,5,1,0,1,4,1,0,0,4,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,3,0
46 - Μεσσηνίας,280 E.T. Δήμου Οιχαλίας,152,79,2,0,2,77,32,1,0,5,6,0,0,20,27,1,8,15,5,3,6,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,9,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,281 E.T. Δήμου Οιχαλίας,403,150,0,0,0,150,22,6,3,6,4,2,1,10,86,2,8,47,25,8,26,29,1,0,0,0,0,1,25,23,1,1,3,0,1,1,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,282 E.T. Δήμου Οιχαλίας,459,171,1,2,3,168,38,6,3,14,3,1,1,23,79,12,10,41,18,4,0,28,6,1,1,0,1,2,25,24,0,0,3,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7,2,0,1,3,1,1,0,0,0,0,0,2,0
46 - Μεσσηνίας,283 E.T. Δήμου Οιχαλίας,401,140,4,0,4,136,30,9,4,9,2,1,1,13,70,4,4,31,23,5,0,34,6,2,1,2,2,2,15,13,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,4,1
46 - Μεσσηνίας,284 E.T. Δήμου Οιχαλίας,413,149,0,1,1,148,41,4,3,6,11,1,4,22,73,3,14,37,15,8,0,16,1,0,0,0,0,1,20,16,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,4,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,2,0,0,0,0,0,0,1,0
46 - Μεσσηνίας,285 E.T. Δήμου Οιχαλίας,214,76,0,0,0,76,13,6,1,7,0,2,2,6,47,4,0,36,8,1,5,32,2,0,0,0,0,0,9,8,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46 - Μεσσηνίας,286 E.T. Δήμου Οιχαλίας,505,257,5,1,6,251,52,10,4,12,8,10,3,23,117,7,13,49,25,25,0,37,7,4,0,0,2,3,37,33,3,4,4,2,1,1,12,3,5,0,1,1,0,1,3,1,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,13,3,1,5,3,2,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,4,3
46 - Μεσσηνίας,287 E.T. Δήμου Οιχαλίας,478,255,3,1,4,251,49,10,4,8,8,0,10,27,105,15,15,59,24,3,0,29,7,0,0,0,0,4,33,27,3,2,8,1,2,0,41,4,16,6,1,11,2,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,1,0,2,0,0,0,0,0,0,0,2,1
46 - Μεσσηνίας,288 E.T. Δήμου Οιχαλίας,334,95,0,1,1,94,5,1,0,0,0,0,1,5,73,22,1,26,8,5,0,38,5,3,0,0,0,1,4,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,289 E.T. Δήμου Οιχαλίας,139,56,0,1,1,55,21,6,0,1,11,1,1,14,22,1,2,12,6,2,5,4,0,0,0,0,0,0,5,4,0,0,1,1,0,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,290 E.T. Δήμου Οιχαλίας,131,35,0,2,2,33,5,1,1,1,3,0,0,4,22,1,1,18,6,1,4,8,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,291 E.T. Δήμου Οιχαλίας,289,91,1,0,1,90,17,3,1,4,6,1,2,12,57,3,7,27,20,2,0,29,2,0,0,0,0,0,9,7,1,1,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,292 E.T. Δήμου Οιχαλίας,382,147,1,1,2,145,31,4,3,6,4,1,0,19,76,15,3,29,26,9,0,24,5,1,0,0,1,3,8,6,1,1,2,1,0,0,8,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,10,4,0,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2
46 - Μεσσηνίας,293 E.T. Δήμου Οιχαλίας,413,132,0,1,1,131,26,4,0,7,4,1,4,13,66,7,6,38,7,11,0,12,4,0,1,0,1,3,17,14,0,1,1,1,0,3,7,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,2,1
46 - Μεσσηνίας,294 E.T. Δήμου Οιχαλίας,135,71,2,0,2,69,23,2,1,5,8,3,3,20,20,2,2,6,10,4,0,3,0,0,0,0,0,0,14,8,4,1,1,5,0,2,7,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,295 E.T. Δήμου Οιχαλίας,112,45,0,0,0,45,5,0,1,0,1,0,3,2,30,0,1,10,6,2,0,25,6,1,1,0,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,296 E.T. Δήμου Οιχαλίας,91,53,1,1,2,51,6,1,1,0,1,0,2,4,39,3,7,16,19,2,15,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,297 E.T. Δήμου Οιχαλίας,139,42,3,0,3,39,15,1,1,2,2,0,4,10,16,1,1,8,3,3,3,4,1,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
46 - Μεσσηνίας,298 E.T. Δήμου Οιχαλίας,98,33,0,1,1,32,2,0,0,0,1,0,0,2,9,0,2,1,3,3,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,18,2,11,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,299 E.T. Δήμου Οιχαλίας,155,58,0,0,0,58,25,3,2,6,1,3,1,14,17,1,1,3,13,0,0,7,0,0,0,0,0,0,14,12,0,1,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,300 E.T. Δήμου Οιχαλίας,156,65,1,0,1,64,25,2,0,4,4,1,9,18,27,3,0,19,4,9,0,2,1,1,0,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,3,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,301 E.T. Δήμου Οιχαλίας,138,67,0,0,0,67,15,2,2,2,5,0,0,10,32,2,6,16,10,8,0,4,3,0,1,0,0,2,11,3,0,1,6,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,302 E.T. Δήμου Οιχαλίας,455,269,5,2,7,262,95,6,3,10,24,7,2,44,114,12,22,69,9,13,0,55,15,5,3,0,2,7,17,9,0,2,9,1,0,1,5,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,2,2,1,1,0,1,0,0,6,0,0,0,2,2,3,0,1,1,2,2,0,0
46 - Μεσσηνίας,303 E.T. Δήμου Οιχαλίας,453,213,8,2,10,203,59,6,2,12,10,6,2,33,99,5,9,77,11,7,0,32,7,5,2,0,1,2,16,8,0,2,8,3,2,6,6,2,0,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,4,2,1,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,1,1,3,0,0,0,0,0,1,0
46 - Μεσσηνίας,304 E.T. Δήμου Οιχαλίας,472,260,1,3,4,256,75,14,2,14,15,9,1,48,132,12,42,53,23,12,14,54,6,2,2,0,1,1,14,10,1,1,9,4,1,1,10,4,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0,1,1,1,2,0,0,0,0,0,0,1,0
46 - Μεσσηνίας,305 E.T. Δήμου Οιχαλίας,461,242,3,3,6,236,65,10,5,11,9,2,3,41,116,13,33,55,18,8,9,49,5,3,1,1,0,0,12,3,1,0,2,3,0,0,16,2,6,3,0,5,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,2
